datacenter_id;datacenter_name;datacenter_storage_energy;storage_id;system;storage_capacity;capacity_used;active_duration;idle_intervals;total_energy_active;total_energy_idle;average_rotation_latency;average_seek_Time;max_internal_data_transfer_rate;idle_power;active_power;files;
3;datacenter;75010.80926411285;45;storage;900000.0;39424.0;199.16712296779608;1.0000056439632294:;1155.1693132132175;3.0000169318896885;0.003;0.004;198.0;3.0;5.8;304981,3584,18.103255074172733:304581,12288,62.06615658262795:1-55878,3072,15.52059934117966:610287,512,2.596539430794382:205519,9728,49.143403871643606:304254,3584,18.105638910200717:361650,3072,15.522446878477666:304890,3584,18.115006873034027:;
3;datacenter;75010.80926411285;46;storage;900000.0;15360.0;77.62818819393853;1.0000057429282845:;450.2434915248434;3.0000172287848534;0.003;0.004;198.0;3.0;5.8;3-760114,512,2.595151309510805:55974,3072,15.51663892911425:62867,2560,12.939357190489904:1-1002259,1024,5.173431785493876:85578,512,2.600141802784239:304476,3584,18.107694409869616:1-206082,3072,15.515946172432415:450558,1024,5.173424349192112:;
3;datacenter;75010.80926411285;47;storage;900000.0;18944.0;95.73579916165718;1.0000058222522727:;555.2676351376116;3.0000174667568182;0.003;0.004;198.0;3.0;5.8;1-269740,1024,5.1828177307025864:3-591387,3072,15.519112432694074:1-270742,1024,5.174561263746438:303807,3584,18.103846542651098:140958,3072,15.524016224291588:40-240840,3072,15.521728103319287:305064,3584,18.10624824033177:5-835506,512,2.5969130822370703:;
3;datacenter;75010.80926411285;48;storage;900000.0;23552.0;119.00594825717405;1.000006156509038:;690.2344998916094;3.000018469527114;0.003;0.004;198.0;3.0;5.8;4-31882,2560,12.933298628612418:1-450558,1024,5.180652114832726:1-55848,3072,15.529525713119101:1-817809,3072,15.517983195767995:303922,3584,18.104956666727364:303842,3584,18.111560125488634:304834,3584,18.105923146913213:141006,3072,15.52006877567411:;
3;datacenter;75010.80926411285;49;storage;900000.0;13312.0;72.47505381370446;1.000006414398176:;420.3553121194859;3.0000192431945276;0.003;0.004;198.0;3.0;5.8;149732,512,2.596664392672865:258925,512,2.589161095209354:304170,3584,18.113049943967837:878243,1024,5.176052782289952:304967,3584,18.105526631565997:30-240840,3072,15.520286183144849:5-840315,512,2.5999578368917864:16601,512,2.591229176509589:;
3;datacenter;75010.80926411285;50;storage;900000.0;19456.0;113.85056515021569;1.0000066848202718:;660.3332778712509;3.0000200544608155;0.003;0.004;198.0;3.0;5.8;18046,512,2.5871589606894725:55602,3072,15.519017472622217:2-1002255,1024,5.181747639733889:1-206100,3072,15.525236997847253:7-753921,3072,15.522303110254828:55710,3072,15.525896650998405:303856,3584,18.10938038421152:234346,2048,10.344779164020297:;
3;datacenter;75010.80926411285;51;storage;900000.0;23552.0;119.00020520670711;1.0000068299101523:;690.2011901989013;3.000020489730457;0.003;0.004;198.0;3.0;5.8;3-240840,3072,15.522065950993492:38-240840,3072,15.519282371244016:15-240840,3072,15.522065797074228:304198,3584,18.103768772728266:304490,3584,18.10887592016128:347649,512,2.5875737523351807:817821,3072,15.524648247329928:303800,3584,18.107707714301082:;
3;datacenter;75010.80926411285;52;storage;900000.0;17408.0;108.68048506864447;1.0000069433107455:;630.346813398138;3.0000208299322364;0.003;0.004;198.0;3.0;5.8;55854,3072,15.529710444251053:253140,2048,10.348582963197934:5-146350,512,2.589100323313357:4203,4096,20.69075573553687:287086,512,2.596215847261117:1-206070,3072,15.521676788111302:304738,3584,18.10868717381078:18023,512,2.5870716150119195:;
3;datacenter;75010.80926411285;53;storage;900000.0;17408.0;119.01171336333286;1.0000070266706382:;690.2679375073304;3.0000210800119147;0.003;0.004;198.0;3.0;5.8;2-572526,2560,12.937642835925859:591399,3072,15.522247027407028:149733,3072,15.52186566436826:1-840315,512,2.5989022429917794:108637,4096,20.6899839335987:725321,512,2.59151522306521:3-361644,3072,15.520750590259906:3-840315,512,2.5992404594144025:;
3;datacenter;75010.80926411285;54;storage;900000.0;27648.0;155.21216544992578;1.0000071533333899:;900.2305596095694;3.00002146000017;0.003;0.004;198.0;3.0;5.8;1-591417,3072,15.518983040121304:304666,3584,18.104545734304306:4-973347,3072,15.528000895481865:2-840315,12288,62.067236092970624:270736,1024,5.177908567227282:591393,3072,15.526250163467132:725320,512,2.5925500604126577:1-269736,1024,5.173568144734539:;
